Border,Date,Measure,Value,Average
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,107997
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,87152
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,42707
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,31034
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,18673
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,13501
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,8676
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,26814
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,2487
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,1010
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,716
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,18685675,13795209
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicle Passengers,8040944,4563991
US-Mexico Border,05/01/1997 12:00:00 AM,Personal Vehicles,6945613,6429633
US-Mexico Border,05/01/1997 12:00:00 AM,Pedestrians,3750617,3736202
US-Canada Border,05/01/1997 12:00:00 AM,Personal Vehicles,3387709,2246224
US-Canada Border,05/01/1997 12:00:00 AM,Trucks,499055,504649
US-Canada Border,05/01/1997 12:00:00 AM,Bus Passengers,413658,197595
US-Mexico Border,05/01/1997 12:00:00 AM,Trucks,307247,400397
US-Mexico Border,05/01/1997 12:00:00 AM,Bus Passengers,230819,232216
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Full,163379,259063
US-Mexico Border,05/01/1997 12:00:00 AM,Truck Containers Empty,125821,138888
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Full,118155,373496
US-Canada Border,05/01/1997 12:00:00 AM,Pedestrians,81936,23696
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Full,29407,108807
US-Canada Border,05/01/1997 12:00:00 AM,Truck Containers Empty,23036,87813
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Full,21395,26870
US-Mexico Border,05/01/1997 12:00:00 AM,Rail Containers Empty,20448,31143
US-Mexico Border,05/01/1997 12:00:00 AM,Buses,19474,18665
US-Canada Border,05/01/1997 12:00:00 AM,Train Passengers,17818,13456
US-Canada Border,05/01/1997 12:00:00 AM,Buses,16610,8594
US-Canada Border,05/01/1997 12:00:00 AM,Rail Containers Empty,14222,43000
US-Canada Border,05/01/1997 12:00:00 AM,Trains,2805,2484
US-Mexico Border,05/01/1997 12:00:00 AM,Train Passengers,1115,1009
US-Mexico Border,05/01/1997 12:00:00 AM,Trains,558,718
US-Mexico Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,15240047,13780159
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicle Passengers,8679140,4521125
US-Mexico Border,05/01/1996 12:00:00 AM,Personal Vehicles,5472351,6439605
US-Canada Border,05/01/1996 12:00:00 AM,Personal Vehicles,3453697,2233646
US-Mexico Border,05/01/1996 12:00:00 AM,Pedestrians,2875016,3745173
US-Canada Border,05/01/1996 12:00:00 AM,Trucks,479137,504914
US-Canada Border,05/01/1996 12:00:00 AM,Bus Passengers,405742,195427
US-Mexico Border,05/01/1996 12:00:00 AM,Trucks,279286,401659
US-Mexico Border,05/01/1996 12:00:00 AM,Bus Passengers,156577,233004
US-Mexico Border,05/01/1996 12:00:00 AM,Truck Containers Full,153912,260159
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Full,127015,376064
US-Mexico Border,05/01/1996 12:00:00 AM,Truck Containers Empty,121943,139065
US-Canada Border,05/01/1996 12:00:00 AM,Pedestrians,70124,23213
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Full,27213,109657
US-Canada Border,05/01/1996 12:00:00 AM,Buses,17776,8498
US-Canada Border,05/01/1996 12:00:00 AM,Truck Containers Empty,17217,88548
US-Canada Border,05/01/1996 12:00:00 AM,Train Passengers,16572,13424
US-Mexico Border,05/01/1996 12:00:00 AM,Rail Containers Full,14564,26998
US-Mexico Border,05/01/1996 12:00:00 AM,Rail Containers Empty,12409,31338
US-Canada Border,05/01/1996 12:00:00 AM,Rail Containers Empty,10604,43338
US-Mexico Border,05/01/1996 12:00:00 AM,Buses,9789,18757
US-Canada Border,05/01/1996 12:00:00 AM,Trains,2718,2481
US-Mexico Border,05/01/1996 12:00:00 AM,Train Passengers,992,1009
US-Mexico Border,05/01/1996 12:00:00 AM,Trains,645,718
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,10553135,13814128
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,5686170,6447535
US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,4256803,3739788
US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,3760645,4529130
US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,2053135,2235546
US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,524215,400369
US-Canada Border,04/01/2019 12:00:00 AM,Trucks,480477,505172
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,396298,258726
US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,369321,376135
US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,195416,233400
US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,157840,109150
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,134214,139116
US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,122028,88196
US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,120438,196216
US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,60767,43154
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,50897,31132
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,42180,26838
US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,31204,23129
US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,13103,13427
US-Mexico Border,04/01/2019 12:00:00 AM,Buses,12822,18820
US-Canada Border,04/01/2019 12:00:00 AM,Buses,5050,8535
US-Canada Border,04/01/2019 12:00:00 AM,Trains,1968,2487
US-Mexico Border,04/01/2019 12:00:00 AM,Trains,934,716
US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,857,1011
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,12200002,13831299
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,6505841,6446915
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,3860744,3738501
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,3672087,4538247
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicles,2013265,2237911
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,542965,398852
US-Canada Border,04/01/2018 12:00:00 AM,Trucks,501741,505208
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,257285
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Full,375045,376146
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,139039
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,145538,108762
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Empty,137434,87672
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,234576
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,116462,197064
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,69628,42873
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,30948
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,26704
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,22471,23136
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,18874
US-Canada Border,04/01/2018 12:00:00 AM,Train Passengers,12620,13436
US-Canada Border,04/01/2018 12:00:00 AM,Buses,5153,8571
US-Canada Border,04/01/2018 12:00:00 AM,Trains,1969,2492
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,714
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,1013
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,13849536
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,6448073
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,4547292
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3581996,3740184
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,2240070
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,506676,254603
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492354,374897
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,483439,397942
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,477189,505509
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,221648,138150
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201179,86452
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,160410,235374
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,146666,108355
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135870,197722
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,66507,42618
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Empty,45990,30786
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,41127,26549
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,25111,23114
US-Mexico Border,04/01/2017 12:00:00 AM,Buses,14939,18917
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13589,13434
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5923,8599
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1906,2498
US-Mexico Border,04/01/2017 12:00:00 AM,Train Passengers,1380,1009
US-Mexico Border,04/01/2017 12:00:00 AM,Trains,926,712
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,11416268,13875984
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicles,6308660,6449588
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,3468183,4559021
US-Mexico Border,04/01/2016 12:00:00 AM,Pedestrians,3376086,3744141
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicles,2012348,2242545
US-Mexico Border,04/01/2016 12:00:00 AM,Trucks,506557,396762
US-Canada Border,04/01/2016 12:00:00 AM,Trucks,489728,505681
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Full,406150,374557
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Full,370986,253338
US-Mexico Border,04/01/2016 12:00:00 AM,Bus Passengers,204185,235713
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Empty,143066,138097
US-Canada Border,04/01/2016 12:00:00 AM,Bus Passengers,132435,198432
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Full,132283,108095
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Empty,101057,86293
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Empty,54922,42485
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Full,41915,26382
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Empty,40406,30681
US-Canada Border,04/01/2016 12:00:00 AM,Pedestrians,27101,23071
US-Mexico Border,04/01/2016 12:00:00 AM,Buses,15718,18952
US-Canada Border,04/01/2016 12:00:00 AM,Train Passengers,13990,13428
US-Canada Border,04/01/2016 12:00:00 AM,Buses,6448,8622
US-Canada Border,04/01/2016 12:00:00 AM,Trains,2414,2499
US-Mexico Border,04/01/2016 12:00:00 AM,Train Passengers,1082,1008
US-Mexico Border,04/01/2016 12:00:00 AM,Trains,873,710
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,11258592,13904747
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicles,6103585,6453391
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,3863442,4566665
US-Mexico Border,04/01/2015 12:00:00 AM,Pedestrians,3340584,3748576
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicles,2181304,2243218
US-Canada Border,04/01/2015 12:00:00 AM,Trucks,486437,505892
US-Mexico Border,04/01/2015 12:00:00 AM,Trucks,475780,395893
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Full,395426,374328
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Full,343872,252344
US-Mexico Border,04/01/2015 12:00:00 AM,Bus Passengers,214150,235950
US-Canada Border,04/01/2015 12:00:00 AM,Bus Passengers,157703,198880
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Full,140736,107736
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Empty,128206,138206
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Empty,115085,85976
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Empty,65691,42230
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Full,41200,26219
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Empty,38018,30601
US-Canada Border,04/01/2015 12:00:00 AM,Pedestrians,24879,23051
US-Mexico Border,04/01/2015 12:00:00 AM,Buses,16631,18977
US-Canada Border,04/01/2015 12:00:00 AM,Train Passengers,15131,13409
US-Canada Border,04/01/2015 12:00:00 AM,Buses,7160,8639
US-Canada Border,04/01/2015 12:00:00 AM,Trains,2743,2497
US-Mexico Border,04/01/2015 12:00:00 AM,Trains,820,709
US-Mexico Border,04/01/2015 12:00:00 AM,Train Passengers,599,1012
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,10664973,13940744
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicles,5725123,6461482
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,4504362,4567357
US-Mexico Border,04/01/2014 12:00:00 AM,Pedestrians,3469375,3751678
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,2462952,2240777
US-Canada Border,04/01/2014 12:00:00 AM,Trucks,496986,505991
US-Mexico Border,04/01/2014 12:00:00 AM,Trucks,468263,395089
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,335656,374757
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Full,334269,251433
US-Mexico Border,04/01/2014 12:00:00 AM,Bus Passengers,236353,235945
US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,179223,199098
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,128361,107507
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Empty,126745,138333
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,103739,85779
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,69731,41924
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Empty,37045,30529
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Full,36993,26100
US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,28868,22987
US-Mexico Border,04/01/2014 12:00:00 AM,Buses,17739,18991
US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,14735,13395
US-Canada Border,04/01/2014 12:00:00 AM,Buses,7866,8647
US-Canada Border,04/01/2014 12:00:00 AM,Trains,2403,2498
US-Mexico Border,04/01/2014 12:00:00 AM,Train Passengers,810,1015
US-Mexico Border,04/01/2014 12:00:00 AM,Trains,792,708
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,9644776,13989014
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicles,5414131,6473250
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,4368031,4569597
US-Mexico Border,04/01/2013 12:00:00 AM,Pedestrians,3351788,3756171
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicles,2441118,2238526
US-Canada Border,04/01/2013 12:00:00 AM,Trucks,491163,506158
US-Mexico Border,04/01/2013 12:00:00 AM,Trucks,470867,394238
US-Canada Border,04/01/2013 12:00:00 AM,Truck Containers Full,357578,374950
US-Mexico Border,04/01/2013 12:00:00 AM,Truck Containers Full,321503,250646
US-Mexico Border,04/01/2013 12:00:00 AM,Bus Passengers,227568,236039
US-Canada Border,04/01/2013 12:00:00 AM,Bus Passengers,204930,199032
US-Mexico Border,04/01/2013 12:00:00 AM,Truck Containers Empty,138458,138332
US-Canada Border,04/01/2013 12:00:00 AM,Rail Containers Full,128428,107272
US-Canada Border,04/01/2013 12:00:00 AM,Truck Containers Empty,118488,85412
US-Canada Border,04/01/2013 12:00:00 AM,Rail Containers Empty,61226,41707
US-Mexico Border,04/01/2013 12:00:00 AM,Rail Containers Full,33486,26017
US-Mexico Border,04/01/2013 12:00:00 AM,Rail Containers Empty,32456,30507
US-Canada Border,04/01/2013 12:00:00 AM,Pedestrians,27212,22939
US-Mexico Border,04/01/2013 12:00:00 AM,Buses,16775,19016
US-Canada Border,04/01/2013 12:00:00 AM,Train Passengers,14097,13387
US-Canada Border,04/01/2013 12:00:00 AM,Buses,7435,8661
US-Canada Border,04/01/2013 12:00:00 AM,Trains,2525,2497
US-Mexico Border,04/01/2013 12:00:00 AM,Trains,754,707
US-Mexico Border,04/01/2013 12:00:00 AM,Train Passengers,386,1022
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,9590563,14038996
US-Mexico Border,04/01/2012 12:00:00 AM,Personal Vehicles,5114847,6488687
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicle Passengers,4692746,4568197
US-Mexico Border,04/01/2012 12:00:00 AM,Pedestrians,3436099,3759809
US-Canada Border,04/01/2012 12:00:00 AM,Personal Vehicles,2550693,2234978
US-Canada Border,04/01/2012 12:00:00 AM,Trucks,471380,506553
US-Mexico Border,04/01/2012 12:00:00 AM,Trucks,417881,393969
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Full,353903,375189
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Full,285750,250247
US-Mexico Border,04/01/2012 12:00:00 AM,Bus Passengers,244130,235947
US-Canada Border,04/01/2012 12:00:00 AM,Bus Passengers,196782,199058
US-Mexico Border,04/01/2012 12:00:00 AM,Truck Containers Empty,122607,138510
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Full,120192,107125
US-Canada Border,04/01/2012 12:00:00 AM,Truck Containers Empty,98048,85268
US-Canada Border,04/01/2012 12:00:00 AM,Rail Containers Empty,59624,41504
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Empty,40459,30394
US-Mexico Border,04/01/2012 12:00:00 AM,Rail Containers Full,32577,25942
US-Canada Border,04/01/2012 12:00:00 AM,Pedestrians,22216,22947
US-Mexico Border,04/01/2012 12:00:00 AM,Buses,17291,19035
US-Canada Border,04/01/2012 12:00:00 AM,Train Passengers,16398,13353
US-Canada Border,04/01/2012 12:00:00 AM,Buses,8076,8667
US-Canada Border,04/01/2012 12:00:00 AM,Trains,2813,2494
US-Mexico Border,04/01/2012 12:00:00 AM,Trains,761,707
US-Mexico Border,04/01/2012 12:00:00 AM,Train Passengers,289,1030
US-Mexico Border,04/01/2011 12:00:00 AM,Personal Vehicle Passengers,9287354,14093613
US-Mexico Border,04/01/2011 12:00:00 AM,Personal Vehicles,5068017,6505016
US-Canada Border,04/01/2011 12:00:00 AM,Personal Vehicle Passengers,4511893,4568845
US-Mexico Border,04/01/2011 12:00:00 AM,Pedestrians,3397930,3763968
US-Canada Border,04/01/2011 12:00:00 AM,Personal Vehicles,2455670,2232442
US-Canada Border,04/01/2011 12:00:00 AM,Trucks,450476,507198
US-Mexico Border,04/01/2011 12:00:00 AM,Trucks,406786,393822
US-Canada Border,04/01/2011 12:00:00 AM,Truck Containers Full,331027,375697
US-Mexico Border,04/01/2011 12:00:00 AM,Truck Containers Full,276516,249945
US-Mexico Border,04/01/2011 12:00:00 AM,Bus Passengers,237395,235931
US-Canada Border,04/01/2011 12:00:00 AM,Bus Passengers,206660,198971
US-Mexico Border,04/01/2011 12:00:00 AM,Truck Containers Empty,116247,138766
US-Canada Border,04/01/2011 12:00:00 AM,Rail Containers Full,108839,107105
US-Canada Border,04/01/2011 12:00:00 AM,Truck Containers Empty,97226,85131
US-Canada Border,04/01/2011 12:00:00 AM,Rail Containers Empty,53875,41361
US-Mexico Border,04/01/2011 12:00:00 AM,Rail Containers Empty,35832,30332
US-Mexico Border,04/01/2011 12:00:00 AM,Rail Containers Full,29063,25906
US-Canada Border,04/01/2011 12:00:00 AM,Pedestrians,21671,22962
US-Canada Border,04/01/2011 12:00:00 AM,Train Passengers,17987,13299
US-Mexico Border,04/01/2011 12:00:00 AM,Buses,17515,19053
US-Canada Border,04/01/2011 12:00:00 AM,Buses,8511,8669
US-Canada Border,04/01/2011 12:00:00 AM,Trains,2156,2498
US-Mexico Border,04/01/2011 12:00:00 AM,Trains,658,707
US-Mexico Border,04/01/2011 12:00:00 AM,Train Passengers,277,1039
US-Mexico Border,04/01/2010 12:00:00 AM,Personal Vehicle Passengers,10650326,14133651
US-Mexico Border,04/01/2010 12:00:00 AM,Personal Vehicles,5337155,6518596
